filename,eDim,tLag,rescale,radius,perc_recur,perc_determ,maxl_found,mean_line,std_line,count_line,entropy,laminarity,trapping_time,vmax,divergence,trend_lower_diag,trend_upper_diag
P001_T8_PC9, 4, 10, 1, 20.0, 5.983, 98.462, 83.00, 7.80, 8.64, 8032, 3.951, 0.991, 9.972, 92.00, 0.012, -9.858, -2.593
P001_T8_PC10, 4, 10, 1, 20.0, 0.481, 84.527, 25.00, 3.57, 2.89, 1212, 2.358, 0.938, 4.484, 27.00, 0.040, -0.763, 0.128
P001_T8_PC11, 4, 10, 1, 20.0, 0.379, 80.179, 17.00, 3.11, 1.63, 1040, 2.088, 0.883, 3.819, 16.00, 0.059, 0.371, -0.338
P001_T8_PC12, 4, 10, 1, 20.0, 1.300, 95.203, 32.00, 4.64, 3.84, 2836, 3.013, 0.985, 7.222, 55.00, 0.031, -0.287, -1.500
P001_T8_PC13, 4, 10, 1, 20.0, 0.604, 82.655, 20.00, 3.09, 1.81, 1715, 2.055, 0.929, 4.008, 24.00, 0.050, -0.378, -0.532
P001_T8_PC14, 4, 10, 1, 20.0, 1.008, 93.224, 36.00, 4.51, 4.08, 2216, 2.927, 0.959, 5.715, 29.00, 0.028, 2.746, -0.676
P001_T8_PC15, 4, 10, 1, 20.0, 0.878, 88.703, 22.00, 3.74, 2.60, 2215, 2.546, 0.941, 5.479, 86.00, 0.045, -0.202, -0.447
P001_T9_PC1, 4, 10, 1, 20.0, 3.153, 98.448, 142.00, 7.37, 8.02, 4346, 3.880, 0.995, 9.409, 94.00, 0.007, -2.809, 1.656
P001_T9_PC2, 4, 10, 1, 20.0, 1.123, 95.550, 93.00, 4.85, 4.90, 2283, 3.102, 0.981, 5.830, 35.00, 0.011, -1.385, 0.095
P001_T9_PC3, 4, 10, 1, 20.0, 1.336, 92.365, 35.00, 4.19, 3.48, 3038, 2.803, 0.961, 5.237, 76.00, 0.029, -0.715, -1.102
P001_T9_PC4, 4, 10, 1, 20.0, 0.653, 88.197, 18.00, 3.56, 2.24, 1672, 2.445, 0.927, 4.402, 24.00, 0.056, 0.164, -0.432
P001_T9_PC5, 4, 10, 1, 20.0, 1.239, 93.487, 72.00, 4.85, 4.87, 2466, 3.069, 0.944, 3.873, 46.00, 0.014, -0.547, 0.153
P001_T9_PC6, 4, 10, 1, 20.0, 0.842, 85.833, 25.00, 3.34, 2.22, 2234, 2.261, 0.909, 4.153, 20.00, 0.040, 0.119, -1.142
P001_T9_PC7, 4, 10, 1, 20.0, 0.479, 79.025, 17.00, 3.06, 1.94, 1276, 2.002, 0.907, 3.687, 22.00, 0.059, -0.490, -0.274
P001_T9_PC8, 4, 10, 1, 20.0, 0.594, 83.322, 19.00, 2.87, 1.60, 1781, 1.814, 0.944, 3.971, 27.00, 0.053, -0.416, -0.586
P001_T9_PC9, 4, 10, 1, 20.0, 10.052, 99.003, 101.00, 9.82, 10.92, 10465, 4.363, 0.994, 12.269, 97.00, 0.010, -6.209, 12.910
P001_T9_PC10, 4, 10, 1, 20.0, 0.633, 89.227, 27.00, 3.57, 2.42, 1634, 2.442, 0.942, 4.606, 22.00, 0.037, 4.120, 0.458
P001_T9_PC11, 4, 10, 1, 20.0, 0.630, 86.814, 26.00, 3.34, 2.34, 1692, 2.229, 0.915, 3.884, 45.00, 0.038, -0.687, 0.409
P001_T9_PC12, 4, 10, 1, 20.0, 5.852, 98.141, 93.00, 7.25, 8.11, 8179, 3.814, 0.995, 10.973, 75.00, 0.011, -2.866, 1.349
P001_T9_PC13, 4, 10, 1, 20.0, 2.108, 94.034, 43.00, 4.68, 4.53, 4373, 2.984, 0.985, 8.015, 79.00, 0.023, 0.926, -1.580
P001_T9_PC14, 4, 10, 1, 20.0, 0.553, 83.141, 19.00, 3.25, 2.32, 1458, 2.140, 0.919, 4.339, 20.00, 0.053, -0.263, -0.481
P001_T9_PC15, 4, 10, 1, 20.0, 1.111, 91.753, 59.00, 4.17, 3.89, 2527, 2.740, 0.956, 5.551, 38.00, 0.017, -0.560, -0.343
P002_T10_PC1, 4, 10, 1, 20.0, 2.704, 97.448, 91.00, 7.43, 12.27, 3779, 3.500, 0.987, 10.635, 164.00, 0.011, -5.135, -5.587
P002_T10_PC2, 4, 10, 1, 20.0, 1.129, 90.342, 46.00, 4.52, 5.40, 2402, 2.771, 0.953, 5.982, 78.00, 0.022, 1.227, -1.246
P002_T10_PC3, 4, 10, 1, 20.0, 3.248, 97.517, 62.00, 6.66, 10.04, 5062, 3.217, 0.985, 11.628, 166.00, 0.016, -5.660, -4.864
P002_T10_PC4, 4, 10, 1, 20.0, 0.551, 72.978, 19.00, 3.02, 1.84, 1421, 1.945, 0.882, 3.682, 14.00, 0.053, -0.745, -0.398
P002_T10_PC5, 4, 10, 1, 20.0, 0.452, 88.243, 35.00, 3.69, 3.00, 1151, 2.463, 0.925, 3.916, 35.00, 0.029, -0.352, 0.599
P002_T10_PC6, 4, 10, 1, 20.0, 0.443, 68.407, 12.00, 2.55, 0.97, 1263, 1.435, 0.891, 4.373, 90.00, 0.083, -0.431, -0.021
P002_T10_PC7, 4, 10, 1, 20.0, 0.456, 73.586, 38.00, 3.58, 4.59, 998, 2.017, 0.854, 3.896, 15.00, 0.026, -0.238, -0.892
P002_T10_PC8, 4, 10, 1, 20.0, 0.503, 85.893, 34.00, 3.66, 3.44, 1258, 2.373, 0.934, 4.618, 24.00, 0.029, -0.295, -0.510
P002_T10_PC9, 4, 10, 1, 20.0, 0.595, 86.831, 24.00, 3.24, 2.25, 1697, 2.156, 0.946, 4.517, 21.00, 0.042, 1.341, -0.634
P002_T10_PC10, 4, 10, 1, 20.0, 0.399, 83.337, 19.00, 3.03, 1.81, 1170, 1.983, 0.909, 4.084, 27.00, 0.053, 0.179, -0.214
P002_T10_PC11, 4, 10, 1, 20.0, 0.352, 75.561, 22.00, 2.93, 1.66, 966, 1.874, 0.902, 3.496, 12.00, 0.045, -0.092, 0.031
P002_T10_PC12, 4, 10, 1, 20.0, 0.412, 83.687, 17.00, 3.11, 1.81, 1178, 2.069, 0.915, 3.751, 16.00, 0.059, 0.377, -0.624
P002_T10_PC13, 4, 10, 1, 20.0, 0.995, 89.736, 32.00, 3.70, 2.79, 2570, 2.507, 0.958, 5.199, 34.00, 0.031, 0.334, 1.067
P002_T10_PC14, 4, 10, 1, 20.0, 0.421, 77.009, 19.00, 2.87, 1.58, 1204, 1.824, 0.911, 3.614, 17.00, 0.053, -0.229, 0.096
P002_T10_PC15, 4, 10, 1, 20.0, 0.420, 75.844, 19.00, 2.90, 1.74, 1171, 1.833, 0.885, 3.497, 13.00, 0.053, 0.085, -0.327
P002_T11_PC1, 4, 10, 1, 20.0, 1.038, 91.691, 28.00, 3.94, 2.92, 2532, 2.669, 0.949, 4.881, 45.00, 0.036, -2.110, -1.426
P002_T11_PC2, 4, 10, 1, 20.0, 0.531, 82.729, 16.00, 3.05, 1.64, 1510, 2.037, 0.927, 4.366, 23.00, 0.062, -0.533, -0.831
P002_T11_PC3, 4, 10, 1, 20.0, 1.608, 96.151, 46.00, 5.20, 4.73, 3119, 3.239, 0.978, 7.146, 42.00, 0.022, 3.624, 3.519
P002_T11_PC4, 4, 10, 1, 20.0, 0.341, 74.553, 7.00, 2.58, 0.88, 1033, 1.493, 0.891, 4.015, 48.00, 0.143, 0.011, -0.150
P002_T11_PC5, 4, 10, 1, 20.0, 2.573, 97.020, 57.00, 6.98, 7.97, 3750, 3.724, 0.987, 9.574, 60.00, 0.018, -4.701, -3.864
P002_T11_PC6, 4, 10, 1, 20.0, 0.204, 71.789, 33.00, 2.72, 1.91, 566, 1.569, 0.865, 3.046, 10.00, 0.030, 0.176, 0.181
P002_T11_PC7, 4, 10, 1, 20.0, 0.324, 66.627, 17.00, 2.70, 1.42, 839, 1.615, 0.873, 3.193, 22.00, 0.059, -0.094, -0.046
P002_T11_PC8, 4, 10, 1, 20.0, 0.657, 88.816, 30.00, 4.07, 3.94, 1503, 2.640, 0.942, 5.250, 39.00, 0.033, -0.157, -1.501
P002_T11_PC9, 4, 10, 1, 20.0, 0.548, 87.060, 20.00, 3.34, 2.17, 1496, 2.225, 0.964, 5.945, 91.00, 0.050, -0.167, -0.847
P002_T11_PC10, 4, 10, 1, 20.0, 0.360, 84.222, 17.00, 3.10, 1.77, 1026, 2.067, 0.928, 3.648, 13.00, 0.059, -0.133, -0.466
P002_T11_PC11, 4, 10, 1, 20.0, 0.347, 76.030, 22.00, 2.79, 1.73, 993, 1.690, 0.890, 3.485, 14.00, 0.045, -0.365, -0.163
P002_T11_PC12, 4, 10, 1, 20.0, 0.422, 81.580, 20.00, 2.90, 1.73, 1248, 1.836, 0.907, 3.310, 16.00, 0.050, -0.283, -0.262
P002_T11_PC13, 4, 10, 1, 20.0, 0.810, 88.409, 40.00, 3.28, 2.16, 2285, 2.213, 0.947, 4.016, 25.00, 0.025, -0.105, -1.088
P002_T11_PC14, 4, 10, 1, 20.0, 0.357, 73.164, 15.00, 2.58, 1.27, 1063, 1.445, 0.882, 3.303, 13.00, 0.067, 0.069, -0.286
P002_T11_PC15, 4, 10, 1, 20.0, 0.538, 85.218, 28.00, 3.38, 2.29, 1424, 2.277, 0.945, 5.167, 32.00, 0.036, -0.747, -0.371
P002_T12_PC1, 4, 10, 1, 20.0, 0.934, 94.158, 46.00, 5.10, 5.58, 1806, 3.120, 0.960, 6.173, 33.00, 0.022, 0.202, -1.630
P002_T12_PC2, 4, 10, 1, 20.0, 0.918, 89.750, 27.00, 3.68, 2.42, 2347, 2.527, 0.957, 4.974, 47.00, 0.037, -2.054, -0.526
P002_T12_PC3, 4, 10, 1, 20.0, 0.782, 92.512, 33.00, 4.75, 4.25, 1598, 3.011, 0.964, 6.169, 79.00, 0.030, -0.392, 1.344
P002_T12_PC4, 4, 10, 1, 20.0, 0.524, 86.832, 22.00, 3.18, 1.86, 1502, 2.130, 0.896, 3.364, 15.00, 0.045, 0.011, -0.297
P002_T12_PC5, 4, 10, 1, 20.0, 0.969, 94.499, 36.00, 4.61, 3.80, 2083, 3.007, 0.963, 5.515, 44.00, 0.028, 5.790, -0.278
P002_T12_PC6, 4, 10, 1, 20.0, 0.445, 73.628, 14.00, 2.86, 1.46, 1202, 1.816, 0.869, 3.479, 25.00, 0.071, 0.155, 0.502
P002_T12_PC7, 4, 10, 1, 20.0, 0.261, 59.978, 12.00, 2.48, 1.02, 662, 1.314, 0.775, 2.793, 10.00, 0.083, -0.298, -0.270
P002_T12_PC8, 4, 10, 1, 20.0, 0.414, 82.086, 30.00, 3.12, 2.27, 1142, 2.039, 0.881, 3.406, 18.00, 0.033, -0.410, -0.345
P002_T12_PC9, 4, 10, 1, 20.0, 0.447, 81.454, 17.00, 3.04, 1.75, 1257, 1.996, 0.913, 3.668, 23.00, 0.059, -0.303, -0.365
P002_T12_PC10, 4, 10, 1, 20.0, 0.325, 80.499, 14.00, 2.87, 1.42, 957, 1.837, 0.868, 3.065, 11.00, 0.071, -0.101, -0.356
P002_T12_PC11, 4, 10, 1, 20.0, 0.401, 83.654, 23.00, 3.06, 1.75, 1152, 2.022, 0.900, 3.794, 15.00, 0.043, 0.416, -0.384
P002_T12_PC12, 4, 10, 1, 20.0, 0.329, 80.614, 36.00, 2.98, 2.20, 933, 1.882, 0.896, 3.516, 17.00, 0.028, 1.684, -0.188
P002_T12_PC13, 4, 10, 1, 20.0, 0.471, 83.293, 23.00, 3.00, 1.74, 1373, 1.960, 0.904, 3.296, 13.00, 0.043, 0.194, 0.055
P002_T12_PC14, 4, 10, 1, 20.0, 0.474, 86.634, 21.00, 3.33, 1.97, 1294, 2.268, 0.933, 3.930, 13.00, 0.048, -0.226, -0.453
P002_T12_PC15, 4, 10, 1, 20.0, 0.449, 87.824, 22.00, 3.35, 2.28, 1234, 2.246, 0.929, 4.225, 24.00, 0.045, -0.041, -0.150
P002_T1_PC1, 4, 10, 1, 20.0, 2.926, 97.641, 72.00, 8.10, 9.14, 3734, 3.957, 0.988, 10.757, 80.00, 0.014, 2.576, -4.387
P002_T1_PC2, 4, 10, 1, 20.0, 0.896, 93.307, 33.00, 4.94, 4.31, 1791, 3.141, 0.971, 7.649, 76.00, 0.030, 4.770, 0.439
P002_T1_PC3, 4, 10, 1, 20.0, 1.323, 96.696, 34.00, 5.88, 4.93, 2305, 3.505, 0.988, 9.776, 115.00, 0.029, 5.678, -0.923
P002_T1_PC4, 4, 10, 1, 20.0, 0.501, 87.832, 31.00, 3.73, 2.58, 1247, 2.547, 0.935, 4.487, 40.00, 0.032, 0.410, -0.345
P002_T1_PC5, 4, 10, 1, 20.0, 0.326, 81.386, 22.00, 3.44, 2.29, 816, 2.340, 0.857, 3.818, 43.00, 0.045, -0.208, -0.492
P002_T1_PC6, 4, 10, 1, 20.0, 0.539, 89.725, 28.00, 3.95, 3.49, 1296, 2.580, 0.959, 5.607, 52.00, 0.036, 1.389, -0.252
P002_T1_PC7, 4, 10, 1, 20.0, 0.536, 88.586, 26.00, 3.94, 3.25, 1275, 2.604, 0.932, 5.351, 51.00, 0.038, 1.382, -0.211
P002_T1_PC8, 4, 10, 1, 20.0, 0.380, 76.539, 17.00, 2.96, 1.51, 1043, 1.934, 0.837, 3.543, 14.00, 0.059, -0.074, -0.126
P002_T1_PC9, 4, 10, 1, 20.0, 0.596, 91.628, 27.00, 4.13, 3.19, 1400, 2.758, 0.955, 5.307, 24.00, 0.037, -0.562, -0.367
P002_T1_PC10, 4, 10, 1, 20.0, 0.441, 84.974, 16.00, 3.05, 1.42, 1300, 2.039, 0.922, 4.555, 27.00, 0.062, 1.941, -0.384
P002_T1_PC11, 4, 10, 1, 20.0, 0.855, 90.020, 31.00, 3.89, 3.32, 2095, 2.599, 0.948, 5.659, 41.00, 0.032, -0.335, -1.353
P002_T1_PC12, 4, 10, 1, 20.0, 0.646, 88.236, 31.00, 3.51, 2.57, 1720, 2.362, 0.951, 5.782, 44.00, 0.032, -0.324, -0.788
P002_T1_PC13, 4, 10, 1, 20.0, 0.701, 86.064, 18.00, 3.34, 2.05, 1915, 2.274, 0.928, 4.500, 41.00, 0.056, 0.378, -0.048
P002_T1_PC14, 4, 10, 1, 20.0, 0.698, 89.652, 26.00, 3.61, 2.41, 1836, 2.479, 0.955, 5.447, 51.00, 0.038, -0.507, -0.732
P002_T1_PC15, 4, 10, 1, 20.0, 1.185, 93.865, 37.00, 5.65, 5.89, 2085, 3.269, 0.973, 10.749, 93.00, 0.027, -1.578, -1.563
P002_T2_PC1, 4, 10, 1, 20.0, 0.745, 91.727, 51.00, 4.85, 5.27, 1428, 3.003, 0.958, 5.334, 45.00, 0.020, -1.523, -0.654
P002_T2_PC2, 4, 10, 1, 20.0, 0.547, 91.992, 48.00, 4.22, 4.52, 1206, 2.722, 0.951, 4.581, 17.00, 0.021, -0.926, -0.059
P002_T2_PC3, 4, 10, 1, 20.0, 1.740, 92.749, 45.00, 4.41, 4.32, 3705, 2.857, 0.955, 5.271, 50.00, 0.022, 14.095, -0.603
P002_T2_PC4, 4, 10, 1, 20.0, 0.484, 73.943, 22.00, 2.67, 1.34, 1357, 1.588, 0.843, 2.981, 13.00, 0.045, -0.186, 1.379
P002_T2_PC5, 4, 10, 1, 20.0, 0.311, 90.788, 31.00, 3.91, 3.68, 731, 2.539, 0.929, 3.868, 20.00, 0.032, 0.403, 0.427
P002_T2_PC6, 4, 10, 1, 20.0, 0.448, 80.022, 19.00, 3.18, 2.16, 1140, 2.092, 0.876, 3.453, 13.00, 0.053, -0.322, 0.339
P002_T2_PC7, 4, 10, 1, 20.0, 0.374, 67.995, 23.00, 3.02, 2.25, 854, 1.898, 0.762, 3.216, 17.00, 0.043, -0.619, -0.206
P002_T2_PC8, 4, 10, 1, 20.0, 0.989, 93.623, 47.00, 4.42, 3.83, 2121, 2.892, 0.960, 4.875, 34.00, 0.021, -1.396, 1.093
P002_T2_PC9, 4, 10, 1, 20.0, 0.544, 86.766, 20.00, 3.30, 2.01, 1448, 2.230, 0.923, 3.636, 13.00, 0.050, 0.468, 0.886
P002_T2_PC10, 4, 10, 1, 20.0, 0.556, 91.077, 26.00, 3.61, 2.45, 1419, 2.474, 0.940, 4.079, 18.00, 0.038, 0.040, -0.302
P002_T2_PC11, 4, 10, 1, 20.0, 1.336, 93.800, 65.00, 5.12, 5.57, 2478, 3.159, 0.962, 6.034, 58.00, 0.015, -1.312, 2.125
P002_T2_PC12, 4, 10, 1, 20.0, 0.439, 89.052, 30.00, 3.57, 2.87, 1107, 2.365, 0.936, 3.841, 23.00, 0.033, -0.104, -0.278
P002_T2_PC13, 4, 10, 1, 20.0, 1.308, 93.662, 39.00, 4.43, 3.91, 2799, 2.896, 0.956, 5.158, 29.00, 0.026, 0.805, 2.417
P002_T2_PC14, 4, 10, 1, 20.0, 0.499, 77.019, 12.00, 2.60, 0.95, 1496, 1.523, 0.870, 3.109, 15.00, 0.083, 0.159, -0.092
P002_T2_PC15, 4, 10, 1, 20.0, 2.051, 94.829, 46.00, 4.85, 5.02, 4056, 3.031, 0.974, 6.675, 57.00, 0.022, 0.655, 3.107
P002_T3_PC1, 4, 10, 1, 20.0, 7.627, 99.346, 166.00, 17.76, 29.06, 4387, 4.894, 0.997, 28.916, 223.00, 0.006, -17.360, -8.994
P002_T3_PC2, 4, 10, 1, 20.0, 0.711, 93.568, 35.00, 4.38, 3.74, 1560, 2.895, 0.963, 5.365, 26.00, 0.029, -0.919, -1.369
P002_T3_PC3, 4, 10, 1, 20.0, 1.797, 95.827, 59.00, 5.61, 6.03, 3156, 3.326, 0.985, 8.504, 94.00, 0.017, -2.643, -3.220
P002_T3_PC4, 4, 10, 1, 20.0, 0.453, 82.660, 27.00, 3.10, 2.15, 1242, 2.020, 0.913, 3.893, 18.00, 0.037, 0.017, 0.972
P002_T3_PC5, 4, 10, 1, 20.0, 0.741, 94.655, 42.00, 5.17, 5.08, 1395, 3.191, 0.958, 5.742, 61.00, 0.024, 0.750, 0.265
P002_T3_PC6, 4, 10, 1, 20.0, 0.909, 88.831, 27.00, 3.86, 3.25, 2150, 2.575, 0.957, 5.608, 67.00, 0.037, -1.169, -0.538
P002_T3_PC7, 4, 10, 1, 20.0, 0.566, 84.983, 25.00, 3.52, 2.76, 1407, 2.334, 0.912, 4.079, 27.00, 0.040, 0.044, -1.101
P002_T3_PC8, 4, 10, 1, 20.0, 0.880, 93.789, 56.00, 5.64, 7.20, 1506, 3.206, 0.962, 7.444, 67.00, 0.018, -1.466, -0.284
P002_T3_PC9, 4, 10, 1, 20.0, 0.529, 89.303, 34.00, 4.06, 3.74, 1196, 2.645, 0.938, 5.001, 36.00, 0.029, -0.481, -0.719
P002_T3_PC10, 4, 10, 1, 20.0, 0.407, 82.736, 13.00, 3.06, 1.72, 1130, 2.002, 0.931, 4.029, 25.00, 0.077, -0.199, -0.010
P002_T3_PC11, 4, 10, 1, 20.0, 1.075, 92.933, 40.00, 4.96, 4.56, 2071, 3.139, 0.959, 6.853, 86.00, 0.025, -2.035, 2.664
P002_T3_PC12, 4, 10, 1, 20.0, 0.387, 83.132, 15.00, 3.03, 1.58, 1092, 2.012, 0.917, 3.756, 19.00, 0.067, -0.323, -0.416
P002_T3_PC13, 4, 10, 1, 20.0, 1.314, 94.428, 67.00, 4.95, 6.24, 2577, 2.988, 0.961, 5.955, 41.00, 0.015, -3.402, 1.275
P002_T3_PC14, 4, 10, 1, 20.0, 0.422, 73.634, 18.00, 2.81, 1.76, 1135, 1.703, 0.800, 3.082, 14.00, 0.056, 0.296, -0.367
P002_T3_PC15, 4, 10, 1, 20.0, 1.907, 94.610, 43.00, 5.75, 6.15, 3225, 3.361, 0.968, 6.997, 48.00, 0.023, -0.704, 3.396
P002_T4_PC1, 4, 10, 1, 20.0, 1.559, 94.862, 96.00, 6.72, 12.92, 2259, 3.042, 0.972, 7.793, 118.00, 0.010, -3.134, -2.918
P002_T4_PC2, 4, 10, 1, 20.0, 0.448, 86.118, 25.00, 4.02, 3.34, 985, 2.664, 0.912, 4.010, 28.00, 0.040, -0.655, -0.708
P002_T4_PC3, 4, 10, 1, 20.0, 3.951, 97.524, 112.00, 7.26, 12.90, 5450, 3.516, 0.985, 10.976, 135.00, 0.009, 6.462, -5.291
P002_T4_PC4, 4, 10, 1, 20.0, 0.331, 70.121, 12.00, 2.59, 1.10, 920, 1.491, 0.863, 3.187, 12.00, 0.083, -0.358, -0.178
P002_T4_PC5, 4, 10, 1, 20.0, 0.858, 96.264, 74.00, 7.48, 8.99, 1133, 3.767, 0.964, 7.072, 61.00, 0.014, -1.289, -1.237
P002_T4_PC6, 4, 10, 1, 20.0, 0.592, 86.464, 26.00, 3.81, 3.25, 1378, 2.527, 0.915, 4.682, 56.00, 0.038, -0.626, 1.863
P002_T4_PC7, 4, 10, 1, 20.0, 0.447, 78.944, 18.00, 3.02, 1.72, 1200, 1.979, 0.846, 3.287, 12.00, 0.056, -1.061, -0.151
P002_T4_PC8, 4, 10, 1, 20.0, 0.634, 92.256, 55.00, 4.79, 5.36, 1253, 2.958, 0.951, 5.420, 45.00, 0.018, -1.771, -0.885
P002_T4_PC9, 4, 10, 1, 20.0, 0.650, 89.081, 29.00, 3.94, 3.01, 1509, 2.653, 0.929, 3.994, 16.00, 0.034, -0.747, -1.316
P002_T4_PC10, 4, 10, 1, 20.0, 0.523, 90.645, 26.00, 3.71, 2.37, 1312, 2.539, 0.941, 3.896, 11.00, 0.038, 0.206, -0.350
P002_T4_PC11, 4, 10, 1, 20.0, 1.009, 94.223, 34.00, 4.83, 4.69, 2020, 3.005, 0.962, 5.689, 41.00, 0.029, -1.854, -0.930
P002_T4_PC12, 4, 10, 1, 20.0, 0.612, 88.618, 22.00, 3.28, 2.02, 1695, 2.202, 0.931, 3.640, 15.00, 0.045, -1.131, -0.663
P002_T4_PC13, 4, 10, 1, 20.0, 1.286, 96.218, 117.00, 7.27, 11.09, 1747, 3.613, 0.976, 8.000, 69.00, 0.009, -2.820, -3.040
P002_T4_PC14, 4, 10, 1, 20.0, 0.478, 83.958, 25.00, 3.15, 2.04, 1309, 2.081, 0.898, 3.530, 14.00, 0.040, 0.162, -0.367
P002_T4_PC15, 4, 10, 1, 20.0, 2.141, 95.744, 44.00, 6.78, 7.56, 3100, 3.600, 0.971, 8.664, 58.00, 0.023, -2.026, -2.901
P002_T5_PC1, 4, 10, 1, 20.0, 4.206, 98.264, 78.00, 9.69, 12.37, 4482, 4.136, 0.991, 12.785, 206.00, 0.013, -8.256, -5.047
P002_T5_PC2, 4, 10, 1, 20.0, 0.713, 88.607, 34.00, 3.93, 3.60, 1686, 2.587, 0.940, 4.677, 31.00, 0.029, -0.438, 2.140
P002_T5_PC3, 4, 10, 1, 20.0, 2.555, 97.481, 63.00, 6.29, 6.70, 4159, 3.544, 0.987, 8.652, 133.00, 0.016, -2.165, 1.185
P002_T5_PC4, 4, 10, 1, 20.0, 0.412, 84.330, 17.00, 3.32, 2.01, 1099, 2.266, 0.883, 3.699, 29.00, 0.059, 0.402, 0.068
P002_T5_PC5, 4, 10, 1, 20.0, 1.260, 95.672, 60.00, 6.68, 8.96, 1895, 3.454, 0.974, 9.672, 115.00, 0.017, 2.144, 1.729
P002_T5_PC6, 4, 10, 1, 20.0, 0.786, 90.975, 40.00, 4.25, 3.78, 1767, 2.795, 0.951, 5.079, 31.00, 0.025, -0.291, 0.209
P002_T5_PC7, 4, 10, 1, 20.0, 0.252, 79.047, 21.00, 3.12, 2.25, 669, 1.987, 0.889, 3.695, 21.00, 0.048, -0.136, -0.416
P002_T5_PC8, 4, 10, 1, 20.0, 0.286, 80.899, 21.00, 2.97, 1.78, 819, 1.906, 0.890, 3.408, 21.00, 0.048, -0.017, 0.435
P002_T5_PC9, 4, 10, 1, 20.0, 0.643, 87.234, 27.00, 3.67, 2.84, 1607, 2.470, 0.928, 4.297, 27.00, 0.037, -0.997, -0.371
P002_T5_PC10, 4, 10, 1, 20.0, 0.467, 85.231, 23.00, 3.20, 2.20, 1305, 2.119, 0.951, 4.206, 27.00, 0.043, 0.196, -0.146
P002_T5_PC11, 4, 10, 1, 20.0, 1.012, 91.838, 29.00, 3.97, 3.01, 2463, 2.674, 0.955, 4.908, 32.00, 0.034, 0.094, -1.296
P002_T5_PC12, 4, 10, 1, 20.0, 0.367, 83.838, 26.00, 3.32, 2.45, 974, 2.208, 0.924, 3.625, 11.00, 0.038, -0.243, -0.279
P002_T5_PC13, 4, 10, 1, 20.0, 0.716, 86.128, 29.00, 3.38, 2.32, 1915, 2.290, 0.927, 3.912, 32.00, 0.034, -0.489, -0.863
P002_T5_PC14, 4, 10, 1, 20.0, 0.462, 86.498, 29.00, 3.49, 2.63, 1202, 2.341, 0.930, 4.139, 20.00, 0.034, -0.300, 0.224
P002_T5_PC15, 4, 10, 1, 20.0, 1.358, 93.403, 48.00, 4.70, 5.26, 2837, 2.916, 0.966, 6.130, 35.00, 0.021, 1.610, 0.199
P002_T6_PC1, 4, 10, 1, 20.0, 3.780, 98.831, 83.00, 11.50, 12.86, 3359, 4.594, 0.995, 15.266, 118.00, 0.012, 1.578, 5.634
P002_T6_PC2, 4, 10, 1, 20.0, 0.557, 91.552, 27.00, 4.05, 3.14, 1302, 2.723, 0.965, 5.251, 40.00, 0.037, -0.632, -0.883
P002_T6_PC3, 4, 10, 1, 20.0, 3.012, 97.477, 87.00, 8.98, 12.85, 3381, 3.958, 0.994, 16.694, 127.00, 0.011, 1.587, 13.405
P002_T6_PC4, 4, 10, 1, 20.0, 0.729, 92.061, 33.00, 5.13, 5.81, 1354, 3.001, 0.953, 6.615, 45.00, 0.030, 0.044, -0.078
P002_T6_PC5, 4, 10, 1, 20.0, 1.090, 96.604, 40.00, 5.54, 5.16, 1968, 3.301, 0.978, 8.356, 127.00, 0.025, -0.335, -0.747
P002_T6_PC6, 4, 10, 1, 20.0, 0.757, 91.484, 32.00, 3.94, 3.14, 1820, 2.611, 0.975, 7.261, 92.00, 0.031, 5.243, -0.222
P002_T6_PC7, 4, 10, 1, 20.0, 0.359, 88.578, 24.00, 3.69, 2.88, 890, 2.458, 0.921, 4.306, 18.00, 0.042, -0.229, -0.466
P002_T6_PC8, 4, 10, 1, 20.0, 0.415, 89.825, 34.00, 3.91, 3.28, 987, 2.610, 0.956, 4.727, 24.00, 0.029, -0.060, 3.353
P002_T6_PC9, 4, 10, 1, 20.0, 0.918, 92.330, 49.00, 4.78, 6.44, 1833, 2.802, 0.953, 5.934, 54.00, 0.020, -0.606, -0.386
P002_T6_PC10, 4, 10, 1, 20.0, 0.446, 84.720, 35.00, 3.36, 2.94, 1164, 2.158, 0.919, 4.107, 19.00, 0.029, 1.116, 0.299
P002_T6_PC11, 4, 10, 1, 20.0, 0.616, 91.665, 33.00, 4.37, 4.22, 1336, 2.790, 0.955, 5.738, 38.00, 0.030, -0.321, 6.702
P002_T6_PC12, 4, 10, 1, 20.0, 0.452, 83.437, 22.00, 3.50, 2.87, 1114, 2.298, 0.910, 3.942, 21.00, 0.045, -0.055, -0.255
P002_T6_PC13, 4, 10, 1, 20.0, 0.627, 91.985, 27.00, 3.81, 2.79, 1568, 2.552, 0.951, 4.500, 27.00, 0.037, -0.605, 5.917
P002_T6_PC14, 4, 10, 1, 20.0, 0.526, 87.082, 18.00, 3.55, 2.43, 1334, 2.405, 0.942, 4.146, 19.00, 0.056, 5.045, -0.482
P002_T6_PC15, 4, 10, 1, 20.0, 2.150, 97.400, 62.00, 7.50, 8.61, 2888, 3.825, 0.987, 10.989, 75.00, 0.016, 0.910, 14.109
P002_T7_PC1, 4, 10, 1, 20.0, 4.206, 98.286, 44.00, 8.25, 8.72, 5255, 3.918, 0.987, 8.778, 44.00, 0.023, -4.830, 4.267
